,0
0,301.7494002284086
1,304.90735811860907
2,307.80978858292326
3,311.1801877886254
4,314.1116419829753
5,317.3850269004178
6,320.4359440338685
7,323.84363873181024
8,327.3723781157704
9,330.19301598361574
10,333.39855627258623
11,337.03574268795956
12,340.0327902825811
13,342.5120952464948
