,0
0,301.79692852191687
1,304.97504831614907
2,308.0840088067855
3,310.83904727614134
4,314.0697593181711
5,317.4396325090316
6,320.6002066610024
7,323.6535239298484
8,326.8680542679212
9,330.2447443969714
10,333.46641863983876
11,336.58203281264935
12,340.1521443272945
13,342.71288965052656
