,0
0,336.49232161011497
1,345.3316889871191
2,352.15339715812013
3,356.1189058010627
4,360.81823331370924
5,364.79620823003086
6,369.72783674066534
7,373.51912230806033
8,377.1172627736446
9,380.5442570633562
10,385.72022185725075
11,388.02409066767007
12,392.2960263315202
13,395.5642042727092
