,0
0,305.26075968194664
1,308.68234301516844
2,311.9647088493877
3,314.8229614835001
4,318.3205492402482
5,321.7695902136276
6,324.84466366453205
7,327.8174001214047
8,331.23049886238
9,334.421245972524
10,337.7468617310808
11,341.20516043926875
12,344.2886608371563
13,345.90048521844017
