,0
0,5262.3912149139505
1,4432.737088636557
2,3830.124958281417
3,3786.1094954887253
4,3499.917179869938
5,3345.1955244470914
6,3301.5117831560806
7,3211.3476060720886
8,3188.4417393684025
9,3111.7255113096253
10,3099.2245984872834
11,2975.8934880794372
12,3039.219608766517
13,3142.791740598339
