,0
0,6926.7636352351265
1,6963.917985450352
2,6773.109206558189
3,6926.428984856394
4,6929.958589246421
5,7152.894236765967
6,6786.662078224291
7,6741.573555360869
8,6774.70053926529
9,6749.398486856268
10,6407.419022696256
11,6755.628541489933
12,6608.7341576272465
13,6609.977654477126
