,0
0,300.1041071548198
1,300.3300674415709
2,300.5221617792121
3,300.74405217410833
4,300.9276027542251
5,301.13402405618126
6,301.3065450552148
7,301.52300953105714
8,301.73940741351885
9,301.9015408903469
10,302.08755801079144
11,302.3221047104754
12,302.4937220213266
13,302.68021055304587
