,0
0,16511.014336292672
1,16019.226583594149
2,14328.403948469357
3,15118.73222149715
4,13871.227955014874
5,13397.192457876794
6,13459.846505238014
7,13305.408665909961
8,13188.037260918218
9,13001.308538364703
10,12874.042092929538
11,12418.957231734923
12,12724.360717469002
13,12964.49858321979
