,0
0,300.118259427929
1,300.33214207065924
2,300.53733962462053
3,300.7089013633371
4,300.9097762162561
5,301.1277358148024
6,301.3202854790691
7,301.5042917987938
8,301.69315373552575
9,301.90483149345636
10,302.100647536654
11,302.27983194859445
12,302.50366154853594
13,302.6893289943629
