,0
0,301.40403772540805
1,301.66716343862294
2,301.95732284244684
3,302.08881538899334
4,302.3501856301128
5,302.6109927112988
6,302.78866715621507
7,302.9259778695793
8,303.1602533488195
9,303.31832359325665
10,303.5791831565491
11,303.7670628577916
12,303.90132575934337
13,304.0373572592855
