,0
0,9365.762505458608
1,9326.141464555074
2,8970.674880753215
3,9066.095103836447
4,9226.759456619948
5,9420.545621745352
6,8955.969595750797
7,9017.293052388326
8,8900.37077516958
9,8903.186498139547
10,8586.10154070729
11,8998.597879202589
12,8772.967830466654
13,8886.050650370704
