,0
0,300.60517797255693
1,301.7384514412744
2,302.83002934982864
3,303.75933547993276
4,304.849594175751
5,306.0083661434867
6,307.0555813132184
7,308.05766928069374
8,309.1044651066179
9,310.25127145800735
10,311.3189880923733
11,312.3211351940393
12,313.53670710342675
13,314.4945693093858
