,0
0,303.0499839185371
1,304.3248648185676
2,305.52698766970957
3,306.4765179481391
4,307.69610802974
5,308.9319081568123
6,309.9379043449101
7,310.8661752299878
8,312.02837820036876
9,313.08926967488185
10,314.2284738169829
11,315.38979688391544
12,316.3403737523769
13,317.01941848361395
