,0
0,324.8446760349208
1,327.7132232721177
2,331.62865166767193
3,331.4730506867632
4,334.62885044476315
5,336.88304304361316
6,337.3553815122571
7,339.2538034494038
8,340.3435799750884
9,342.2716411669284
10,343.39324987531836
11,346.18680131383775
12,345.9249014800509
13,345.6641904530934
