,0
0,8040.919228552686
1,7225.306861737293
2,6353.953466562292
3,6440.80176912386
4,5919.669157903996
5,5634.708119294972
6,5666.90854048867
7,5491.651050645587
8,5458.722587554064
9,5306.870099941307
10,5279.584501117683
11,5045.787615016901
12,5206.476164886533
13,5380.818118595534
