,0
0,303.422999002332
1,304.35356044523036
2,305.45776475107937
3,306.77063879684476
4,307.89206646115537
5,309.202892985795
6,309.95663742523266
7,311.1643852538826
8,312.30565636778033
9,313.4064783089274
10,314.39330414084765
11,315.5377839080659
12,316.5210914247306
13,317.06995105478745
