,0,1,2,3,4
0,302.7515814169413,300.7767889864938,300.087280340895,300.086555397612,300.0912399193893
1,306.4169752846393,302.907259500185,300.737457932519,300.19712952842866,300.11282740904494
2,308.73859818645985,304.63463638058306,301.7246929182272,300.5360974488467,300.21419193238944
3,310.75508818447565,306.42725843083696,302.8044005883189,301.08131917698205,300.4770463978641
4,312.4285486400368,308.0255846838685,303.9770643564584,301.7864107323954,300.895668478146
5,314.2266537995804,309.43208240972814,304.97027325780016,302.5027547797245,301.4442799594577
6,315.7183323900182,310.8735751096211,306.15839960308494,303.3777584586585,302.1133706592369
7,317.3027883488783,312.25849088450104,307.39584914581616,304.30853960276505,302.8980718217528
8,318.7452145691328,313.5367809683113,308.46919324670023,305.23308786851715,303.76313884995096
9,319.79933884877676,314.87505681961574,309.63300423827565,306.2895182324111,304.65441362596675
10,320.868339512265,315.8306450361585,310.8636542318305,307.3231092047325,305.59798059697897
11,322.09322369804397,317.1307244101255,311.7989587745099,308.24008055520954,306.60515028368934
12,323.2891024849373,318.06492070204723,312.8366010669372,309.3019833867647,307.55164071968727
13,324.0220989596417,319.0541524994107,313.88571640602265,310.30495706300877,308.565899179264
