,0
0,324.09946193744946
1,327.9063921062082
2,331.20708352138473
3,332.78286001707926
4,334.23660549343634
5,335.7270416912351
6,338.06920000086757
7,339.22338696834555
8,340.84597843132525
9,341.9910243166552
10,344.0495727380459
11,344.2582828646384
12,346.05260509562663
13,347.08105206426706
