     1     -1   1550 5.000000E-05 8.316102E-04 3.845991E-04 1.532250E-09 0.000000E+00
     2     -1    675 5.000000E-05 4.961703E-04 2.193824E-04 9.192500E-10 0.000000E+00
     3     -1   2914 5.000000E-05 2.345417E-04 9.052054E-05 6.483750E-10 0.000000E+00
     4     -1   5030 5.000000E-05 0.000000E+00 1.005000E-04 1.262500E-11 0.000000E+00
     5     -1   5012 5.000000E-05 2.690844E-05 7.359156E-05 9.350000E-11 0.000000E+00
     6     -1   1358 5.000000E-05 2.346015E-04 9.055001E-05 2.208000E-09 0.000000E+00
     7     -1    182 5.000000E-05 4.388398E-04 1.911450E-04 4.382500E-09 0.000000E+00
     8     -1   2325 5.000000E-05 9.762564E-04 4.558427E-04 1.605000E-10 0.000000E+00
     9     -1   1389 5.000000E-05 0.000000E+00 1.005000E-04 6.681250E-10 0.000000E+00
    10     -1    895 5.000000E-05 8.755421E-04 4.062371E-04 6.907500E-10 0.000000E+00
    11     -1    251 5.000000E-05 0.000000E+00 1.005000E-04 3.423625E-09 0.000000E+00
    12     -1   4860 5.000000E-05 0.000000E+00 1.005000E-04 1.533750E-10 0.000000E+00
    13     -1    940 5.000000E-05 0.000000E+00 1.005000E-04 1.862000E-09 0.000000E+00
    14     -1    588 5.000000E-05 1.077439E-03 5.056788E-04 5.307500E-10 0.000000E+00
    15     -1   3945 5.000000E-05 0.000000E+00 1.005000E-04 1.947500E-10 0.000000E+00
    16     -1    475 5.000000E-05 9.041257E-04 4.203156E-04 2.294375E-09 0.000000E+00
    17     -1   2675 5.000000E-05 4.813844E-04 2.120998E-04 2.110000E-10 0.000000E+00
    18     -1   3530 5.000000E-05 0.000000E+00 1.005000E-04 2.331250E-10 0.000000E+00
    19     -1   1283 5.000000E-05 8.117661E-04 3.748251E-04 2.508125E-09 0.000000E+00
    20     -1   2734 5.000000E-05 5.387359E-04 2.403475E-04 2.295000E-10 0.000000E+00
    21     -1   4268 5.000000E-05 3.157180E-04 1.305029E-04 1.350000E-10 0.000000E+00
    22     -1    261 5.000000E-05 1.235427E-03 5.834941E-04 9.997500E-10 0.000000E+00
    23     -1   1361 5.000000E-05 1.049404E-03 4.918708E-04 1.326875E-09 0.000000E+00
    24     -1   4903 5.000000E-05 0.000000E+00 1.005000E-04 1.185000E-10 0.000000E+00
    25     -1   3343 5.000000E-05 2.538664E-05 7.511336E-05 3.537500E-10 0.000000E+00
    26     -1   4281 5.000000E-05 7.052459E-04 3.223599E-04 8.750000E-13 0.000000E+00
    27     -1   3186 5.000000E-05 2.464512E-04 9.638639E-05 9.488750E-10 0.000000E+00
    28     -1   4862 5.000000E-05 0.000000E+00 1.005000E-04 1.601250E-10 0.000000E+00
    29     -1   2219 5.000000E-05 1.108329E-03 5.208931E-04 1.669375E-09 0.000000E+00
    30     -1   4968 5.000000E-05 0.000000E+00 1.005000E-04 1.006250E-10 0.000000E+00
    31     -1   5035 5.000000E-05 1.788594E-05 8.261406E-05 8.500000E-12 0.000000E+00
    32     -1   2509 5.000000E-05 3.100560E-04 1.277142E-04 8.937500E-10 0.000000E+00
    33     -1   2702 5.000000E-05 3.857497E-04 1.649961E-04 3.037500E-10 0.000000E+00
    34     -1   1386 5.000000E-05 9.060781E-04 4.212773E-04 4.687500E-10 0.000000E+00
    35     -1   2085 5.000000E-05 0.000000E+00 1.005000E-04 5.856250E-10 0.000000E+00
    36     -1   2652 5.000000E-05 8.048078E-04 3.713979E-04 1.125000E-12 0.000000E+00
    37     -1   1882 5.000000E-05 1.173649E-03 5.530660E-04 8.127500E-10 0.000000E+00
    38     -1   2611 5.000000E-05 9.865915E-04 4.609331E-04 3.085000E-10 0.000000E+00
    39     -1   2145 5.000000E-05 8.265495E-04 3.821065E-04 5.587500E-11 0.000000E+00
    40     -1   2552 5.000000E-05 1.345421E-04 4.126700E-05 6.333750E-10 0.000000E+00
    41     -1   1284 5.000000E-05 1.430286E-03 6.794694E-04 7.875000E-10 0.000000E+00
    42     -1   2352 5.000000E-05 0.000000E+00 1.005000E-04 9.038750E-10 0.000000E+00
    43     -1   2737 5.000000E-05 5.482537E-04 2.450354E-04 6.578750E-10 0.000000E+00
    44     -1   3608 5.000000E-05 0.000000E+00 1.005000E-04 2.332500E-10 0.000000E+00
    45     -1    617 5.000000E-05 1.011817E-03 4.733574E-04 2.164500E-09 0.000000E+00
    46     -1    622 5.000000E-05 1.569584E-03 7.480786E-04 5.313750E-10 0.000000E+00
    47     -1   3196 5.000000E-05 1.835857E-04 6.542280E-05 2.141250E-10 0.000000E+00
    48     -1   3944 5.000000E-05 0.000000E+00 1.005000E-04 1.608750E-10 0.000000E+00
    49     -1    811 5.000000E-05 0.000000E+00 1.005000E-04 1.880125E-09 0.000000E+00
    50     -1   3520 5.000000E-05 5.244575E-04 2.333149E-04 9.050000E-11 0.000000E+00
    51     -1   1426 5.000000E-05 2.540295E-05 7.509705E-05 8.213750E-10 0.000000E+00
    52     -1    221 5.000000E-05 0.000000E+00 1.005000E-04 1.728500E-09 0.000000E+00
    53     -1   3198 5.000000E-05 0.000000E+00 1.005000E-04 2.440000E-10 0.000000E+00
    54     -1   1693 5.000000E-05 4.446403E-04 1.940020E-04 6.496250E-10 0.000000E+00
    55     -1    370 5.000000E-05 2.140156E-04 8.041066E-05 3.925375E-09 0.000000E+00
    56     -1   2533 5.000000E-05 0.000000E+00 1.005000E-04 6.312500E-10 0.000000E+00
    57     -1   2287 5.000000E-05 0.000000E+00 1.005000E-04 5.163750E-10 0.000000E+00
    58     -1   2736 5.000000E-05 7.761670E-04 3.572912E-04 4.301250E-10 0.000000E+00
    59     -1    671 5.000000E-05 0.000000E+00 1.005000E-04 1.292875E-09 0.000000E+00
    60     -1     53 5.000000E-05 1.403105E-03 6.660817E-04 2.650375E-09 0.000000E+00
    61     -1   1184 5.000000E-05 4.271768E-04 1.854005E-04 1.051500E-09 0.000000E+00
    62     -1   3879 5.000000E-05 9.462874E-05 2.160818E-05 1.901250E-10 0.000000E+00
    63     -1    543 5.000000E-05 0.000000E+00 1.005000E-04 2.319125E-09 0.000000E+00
    64     -1    449 5.000000E-05 7.498812E-04 3.443445E-04 1.720500E-09 0.000000E+00
