,0
0,301.5906738826091
1,301.9419593673886
2,302.275144157708
3,302.48651871901495
4,302.81113050769017
5,303.15861879236
6,303.3884906677343
7,303.58053045080095
8,303.8824737253923
9,304.1068213971195
10,304.43412352852204
11,304.7053899910255
12,304.88238880096725
13,305.0624314929609
