,0,1,2,3,4
0,299.9977718627237,299.99827971499866,300.0186208751122,300.1559187439802,300.6372738228707
1,300.00015007599575,300.02039719909806,300.1366868647733,300.6514896138257,301.6454987309103
2,300.02024085074066,300.0903093586762,300.35158420622355,301.1120738825412,302.28377558076585
3,300.06559555229546,300.2027602405657,300.6172289535531,301.55992663154154,302.81365525230143
4,300.14937387826984,300.34888138584387,300.876869886107,301.9652609856081,303.2135656326186
5,300.2718875567776,300.5428977728,301.18815414903355,302.3545053513716,303.72137654227737
6,300.4243634150698,300.7041805327246,301.4152939120623,302.61980349715316,303.95716002703324
7,300.5781257000419,300.9131519611416,301.68881473868777,303.03424991031966,304.41192393095184
8,300.7629079915772,301.1426244488033,301.96830753216676,303.28718928848224,304.70360773745705
9,300.98584552330385,301.4004995319375,302.2427195468403,303.61358575242167,304.9441721687836
10,301.209251933815,301.62843859596836,302.4777737034741,303.85592896083415,305.2851828738514
11,301.4368339575152,301.8705943121741,302.7718090414409,304.1955286260577,305.62629864103025
12,301.65663654783594,302.11752873185935,303.0542753333684,304.4382628194873,305.94053943716006
13,301.90816000842915,302.36898785889156,303.0773687645556,304.72903523858776,306.22325991464777
