,0
0,300.1584208662047
1,300.4360653929084
2,300.68556952905794
3,300.9818864821409
4,301.2201538786864
5,301.49406294336393
6,301.727734912402
7,302.00611259331913
8,302.29643164515517
9,302.5048906838746
10,302.753767242856
11,303.06337231006034
12,303.2911981322349
13,303.52460377114556
