,0,1,2,3,4
0,300.0000478809826,300.0086841941464,300.02753763439927,300.24197058222404,305.6368406170621
1,300.0067310711742,300.03002771755826,300.15940979244084,300.74085367511697,306.58344152963167
2,300.0274440953162,300.1007513992403,300.3757075343436,301.20228459234835,307.55316729323744
3,300.07382627471213,300.21387492932973,300.6371618189916,301.6442125733313,308.0060410139974
4,300.16061211849586,300.36363639702154,300.89749093581946,302.0359423295435,308.3819038170404
5,300.27850268999833,300.54606735608365,301.193933446287,302.4124473159932,309.02010570346357
6,300.42590491352496,300.732205269358,301.46441157387886,302.75324167992807,309.12022985785234
7,300.58749265894534,300.93066096156724,301.7188636164388,303.0769758719247,309.47140820775974
8,300.77828186442525,301.1668995013494,301.99261942036645,303.38611816727683,310.25742256621265
9,300.9953645387392,301.4002932889579,302.2540988334954,303.65268579854023,310.12851791506614
10,301.2107052951766,301.62014425023096,302.4624178383456,303.93134515382457,310.60854560160044
11,301.4292843384201,301.85659025399116,302.7715778664266,304.28112654058265,310.98132884461586
12,301.65783945558513,302.1167312473848,303.08116458466435,304.5548811847804,311.3627790494409
13,301.8878558090904,302.3240211996093,303.27200889184553,304.78281016303157,311.27745945784756
