,0
0,301.764019411106
1,301.908669968666
2,302.21188691800216
3,302.5943767140804
4,302.8783487239108
5,303.289038949943
6,303.35850557488754
7,303.6410258589284
8,303.9476727478776
9,304.23175762713396
10,304.4278889433566
11,304.72622927941967
12,304.9402956708306
13,305.1034331534164
