,0
0,301.4505601840148
1,301.5157042123192
2,301.7338258117173
3,301.97992943879734
4,302.1781930160886
5,302.473594165135
6,302.4760319507062
7,302.6717767412803
8,302.8825240664398
9,303.06646839641303
10,303.1715195464737
11,303.3837993273083
12,303.5074752780123
13,303.62826885713315
