,0
0,300.0903352808383
1,300.2777456153001
2,300.45409682428976
3,300.6058285136407
4,300.777344891757
5,300.964158380105
6,301.1303741599794
7,301.2863832161081
8,301.45268333200977
9,301.6353164790457
10,301.8057781324723
11,301.957139316033
12,302.1536036041532
13,302.32075656174953
