,0,1,2,3,4
0,0.6176448105378997,0.6181996014041005,0.6739095297606996,0.6679349991876069,0.6074280533758547
1,0.5979289540057231,0.5883450248941532,0.5983802596482269,0.5743437010993206,0.5474288338939411
2,0.5854761358518612,0.5745899186239846,0.564173672080942,0.5774798464939462,0.5793754552275912
3,0.5926673199784581,0.5944372821991762,0.5938207839275663,0.5728973048498497,0.5486648948423761
4,0.5505518069588856,0.5958667504428234,0.5952286686288176,0.5629456061289513,0.5773538568067577
5,0.5567885553229367,0.5896663142271823,0.5286816939298071,0.5453356431576066,0.5427766129080871
6,0.5471371193654109,0.5736845424021543,0.5641242794188003,0.5688221365985089,0.5321902770329378
7,0.5492603920139079,0.574301724313576,0.6063783228625326,0.560375781019666,0.569648311077503
8,0.5310793666978686,0.5610987059863273,0.5801736391624298,0.5486983744747357,0.5517510494135789
9,0.5234882103780875,0.541951680213771,0.5788420580450068,0.5149251066540528,0.5680399273242923
10,0.5485144414215665,0.5705699643622819,0.5663048232021836,0.6063991706521493,0.5841366117269114
11,0.5050146891993242,0.5349175037507179,0.5443962811016689,0.5511621161118695,0.5519925721307701
12,0.5315611019017671,0.5642344078793833,0.5285732289782431,0.5568574232970976,0.5643757529938085
13,0.5619097227534848,0.5732628282393663,0.5707255948423254,0.5645494251474102,0.6030622226579989
