,0
0,18731.350030458096
1,18684.236986403408
2,17578.093023672238
3,17508.272111701695
4,17937.726195186544
5,18147.314605536074
6,17324.434114228716
7,17284.45278277002
8,16966.41972566156
9,17249.549891840023
10,16490.91328518381
11,17681.78473578756
12,17321.272783774675
13,17321.426575511457
