,0,1,2,3,4
0,306.22378578356194,300.18312296567075,300.01503664045316,300.00368493308986,300.0009595907248
1,306.87735761084616,300.52615659483223,300.10530552874985,300.0175522205308,300.0035221756222
2,307.3885932928661,300.81067847753303,300.25463230595193,300.06498063882856,300.0158042263436
3,307.30570106914837,301.10260455664303,300.42133458235395,300.14299838093086,300.0482754415125
4,308.2597494500724,301.36695322321356,300.60564834806604,300.2437276410176,300.10328543433843
5,308.7061805105232,301.61919645834996,300.7758120137249,300.35371393327256,300.17889914819426
6,308.53680827030854,301.8483960721156,300.945639357312,300.47781827411933,300.27208515556583
7,309.17532072881215,302.0771569370342,301.1376015697335,300.61391554263304,300.38188166689014
8,309.38421859100134,302.2913197732844,301.32271002580677,300.7602934141835,300.507668412654
9,309.55835747199495,302.47584957512174,301.4897856926421,300.91410233070553,300.638218965659
10,309.46153127192,302.645859770839,301.69312994200595,301.08243902552846,300.77996748208926
11,309.8696472651254,302.83263457569007,301.8567557643985,301.228749419229,300.93557327670936
12,309.98239027562175,302.9955753720662,302.00027154591413,301.3788576600649,301.08093596146205
13,309.9379715179382,303.08638763766186,302.13113624390024,301.51852173428085,301.2270672047704
