,0
0,17835.107003615583
1,17223.55008661857
2,15321.27005213421
3,16333.592512330062
4,14954.38660207855
5,14448.026774831096
6,14679.296696757685
7,14462.72288740823
8,14218.948242545204
9,14104.300059344103
10,13944.46446360842
11,13464.01979315194
12,13779.382301050699
13,14006.57435941465
