     1     -1    341 3.580000E-06 0.000000E+00 7.195800E-06 3.165907E-15 0.000000E+00
     2     -1     65 3.580000E-06 4.505764E-06 2.690036E-06 9.901489E-14 0.000000E+00
     3     -1    173 3.580000E-06 5.586403E-05 2.572512E-05 9.043483E-14 0.000000E+00
     4     -1     64 3.580000E-06 1.780165E-05 6.977978E-06 1.863297E-13 0.000000E+00
     5     -1    284 3.580000E-06 2.675273E-05 1.138672E-05 1.881191E-15 0.000000E+00
     6     -1    122 3.580000E-06 1.399470E-05 5.102910E-06 5.937223E-14 0.000000E+00
     7     -1    141 3.580000E-06 4.667813E-06 2.527987E-06 8.639715E-14 0.000000E+00
     8     -1     28 3.580000E-06 4.399141E-05 1.987741E-05 8.456184E-14 0.000000E+00
     9     -1    327 3.580000E-06 6.396384E-06 1.360458E-06 8.029475E-15 0.000000E+00
    10     -1     15 3.580000E-06 5.051381E-05 2.308994E-05 6.964537E-13 0.000000E+00
    11     -1     70 3.580000E-06 1.853898E-05 7.341139E-06 1.449894E-13 0.000000E+00
    12     -1    395 3.580000E-06 0.000000E+00 7.195800E-06 9.635370E-16 0.000000E+00
    13     -1     88 3.580000E-06 2.287202E-05 9.475322E-06 1.157621E-13 0.000000E+00
    14     -1     44 3.580000E-06 0.000000E+00 7.195800E-06 2.193194E-13 0.000000E+00
    15     -1    139 3.580000E-06 0.000000E+00 7.195800E-06 8.630538E-14 0.000000E+00
    16     -1     18 3.580000E-06 4.930867E-06 2.264933E-06 2.723139E-13 0.000000E+00
    17     -1    148 3.580000E-06 0.000000E+00 7.195800E-06 5.042510E-14 0.000000E+00
    18     -1    130 3.580000E-06 3.897418E-05 1.740624E-05 1.578365E-14 0.000000E+00
    19     -1    245 3.580000E-06 7.511682E-06 1.909784E-06 2.725433E-14 0.000000E+00
    20     -1     57 3.580000E-06 6.224773E-05 2.886933E-05 3.514616E-14 0.000000E+00
    21     -1    268 3.580000E-06 4.782371E-07 6.717563E-06 2.294136E-14 0.000000E+00
    22     -1     24 3.580000E-06 1.841378E-05 7.279476E-06 5.917035E-13 0.000000E+00
    23     -1     40 3.580000E-06 0.000000E+00 7.195800E-06 1.347575E-13 0.000000E+00
    24     -1    140 3.580000E-06 2.895991E-05 1.247384E-05 5.042510E-14 0.000000E+00
    25     -1     56 3.580000E-06 3.897684E-05 1.740755E-05 8.295594E-14 0.000000E+00
    26     -1    123 3.580000E-06 3.272028E-05 1.432596E-05 1.123668E-13 0.000000E+00
    27     -1    335 3.580000E-06 3.657445E-06 3.538355E-06 2.294136E-15 0.000000E+00
    28     -1     83 3.580000E-06 2.199038E-05 9.041084E-06 2.402878E-13 0.000000E+00
    29     -1     21 3.580000E-06 1.901949E-06 5.293851E-06 3.931231E-13 0.000000E+00
    30     -1    169 3.580000E-06 7.071251E-06 1.692855E-06 4.744272E-14 0.000000E+00
    31     -1     31 3.580000E-06 9.515260E-05 4.507621E-05 3.990878E-13 0.000000E+00
    32     -1    293 3.580000E-06 4.248577E-05 1.913583E-05 2.248253E-15 0.000000E+00
    33     -1    124 3.580000E-06 0.000000E+00 7.195800E-06 9.332544E-14 0.000000E+00
    34     -1    179 3.580000E-06 8.709649E-06 2.499827E-06 1.414105E-13 0.000000E+00
    35     -1     92 3.580000E-06 7.666671E-05 3.597121E-05 3.028259E-14 0.000000E+00
    36     -1    184 3.580000E-06 1.818143E-05 7.165034E-06 3.762382E-14 0.000000E+00
    37     -1    153 3.580000E-06 3.453418E-05 1.521937E-05 6.056518E-14 0.000000E+00
    38     -1    318 3.580000E-06 2.849293E-07 6.910871E-06 6.102401E-15 0.000000E+00
    39     -1    142 3.580000E-06 0.000000E+00 7.195800E-06 4.152385E-14 0.000000E+00
    40     -1     96 3.580000E-06 5.457530E-05 2.509037E-05 9.520663E-14 0.000000E+00
    41     -1    370 3.580000E-06 3.621874E-06 3.573926E-06 9.635370E-16 0.000000E+00
    42     40     83 4.471891E-05 2.348827E-05 3.359458E-05 1.450811E-13 0.000000E+00
    43     83    169 6.036604E-05 2.584453E-05 4.246192E-05 5.891340E-14 0.000000E+00
    44     70    130 3.108337E-05 3.509125E-05 3.259347E-05 1.406764E-13 0.000000E+00
    45     18    148 5.149117E-05 1.828683E-05 3.436827E-05 3.652264E-14 0.000000E+00
    46     57    130 5.672994E-05 3.292185E-05 4.415685E-05 1.007126E-13 0.000000E+00
    47     24     44 7.565025E-05 2.438347E-05 4.927034E-05 9.474780E-14 0.000000E+00
    48     18     56 5.838068E-05 2.192257E-05 3.955235E-05 1.072279E-13 0.000000E+00
    49    124    142 3.385413E-05 2.332113E-05 2.816095E-05 2.578608E-14 0.000000E+00
    50     44     57 5.002878E-05 5.651922E-05 5.247887E-05 1.795391E-13 0.000000E+00
    51     21    124 1.026410E-04 7.575594E-05 8.786715E-05 2.096840E-14 0.000000E+00
    52    130    148 3.276210E-05 3.300207E-05 3.239131E-05 1.200751E-13 0.000000E+00
    53     64    122 5.583524E-05 4.190222E-05 4.813935E-05 4.730508E-14 0.000000E+00
    54     56    335 3.448967E-05 1.051538E-05 2.216666E-05 7.387117E-15 0.000000E+00
    55    327    392 1.359798E-05 9.937470E-06 1.159209E-05 1.514129E-15 0.000000E+00
    56    141    284 4.629730E-05 3.681791E-05 4.093734E-05 2.064722E-14 0.000000E+00
    57     20     88 6.889006E-05 2.144816E-05 4.449495E-05 3.945913E-13 0.000000E+00
    58     18     60 5.965374E-05 8.071551E-05 6.913709E-05 1.861920E-13 0.000000E+00
    59    139    140 4.510740E-05 6.198268E-05 5.274586E-05 3.982619E-14 0.000000E+00
    60     24     57 7.697432E-05 4.193378E-05 5.856668E-05 1.769696E-13 0.000000E+00
    61     17     21 4.378239E-05 2.954418E-05 3.611607E-05 3.306767E-13 0.000000E+00
    62     28     65 4.392551E-05 4.079940E-05 4.173018E-05 1.523306E-13 0.000000E+00
