,0
0,300.2675161726726
1,300.7406836500352
2,301.19259127847783
3,301.57174854528296
4,302.0167219717227
5,302.4958789764825
6,302.92179731037095
7,303.3282568853419
8,303.74858798958985
9,304.216567426448
10,304.64969319729465
11,305.0493310198381
12,305.5450123936334
13,305.9494618702143
