,0
0,11669.643478539847
1,10938.225165763246
2,9839.623090341789
3,10057.330965483763
4,9246.746777975855
5,8991.017493770738
6,9004.95483473492
7,8772.005898516314
8,8847.417431317082
9,8495.997674055261
10,8430.874113459802
11,8092.778712592708
12,8329.45299311009
13,8530.220910847029
