,0
0,12865.256058719444
1,12772.682202431035
2,12054.928531220812
3,12121.565172190065
4,12470.620691623806
5,12634.819970029048
6,12085.16803861072
7,12144.77714914807
8,11808.136589259555
9,12100.128622776503
10,11506.859902599403
11,12096.275054352118
12,11880.954447651675
13,12057.315845674311
