,0
0,316.74264992158396
1,318.47100927755986
2,320.48189155620076
3,321.16269015055207
4,321.48866441793297
5,322.130276324839
6,323.3738009481506
7,323.84793017413756
8,324.87733726525676
9,324.9483038346964
10,326.3073384350048
11,325.97410205897467
12,326.7684732302021
13,327.0942548569849
