,0
0,302.24926281803914
1,302.5542714453092
2,303.03458990102337
3,303.63826296953386
4,304.1044539480136
5,304.6966920505914
6,304.9158613276174
7,305.40458768439004
8,305.89331633402196
9,306.3706244029005
10,306.7148281751791
11,307.2020202906254
12,307.57961983711425
13,307.8298889888444
