,0
0,302.029466269169
1,302.5834040195241
2,303.1215197322438
3,303.48803830077924
4,304.0152391768475
5,304.56628534417297
6,304.9671587431794
7,305.29621304441
8,305.7907076970748
9,306.202104766098
10,306.705413789266
11,307.15957749044213
12,307.50438905247677
13,307.81230501907226
