,0
0,300.2738126871039
1,300.73279815483306
2,301.15056446952326
3,301.6448599358089
4,302.04339465440574
5,302.50122331556736
6,302.89556055403546
7,303.3614555202327
8,303.84801999779444
9,304.1987391767158
10,304.6179719006005
11,305.13302156602754
12,305.51931677654477
13,305.91230396960356
