     1 1.271250E-08 1.047539E-03 2.925513E-02 0.000000E+00
     2 1.010537E-08 1.048702E-03 3.484564E-02 0.000000E+00
     3 1.023325E-08 1.034747E-03 3.113378E-02 0.000000E+00
     4 1.325450E-08 1.016893E-03 3.010595E-02 0.000000E+00
     5 1.001212E-08 1.032776E-03 2.810683E-02 0.000000E+00
     6 7.813000E-09 9.943634E-04 3.230969E-02 0.000000E+00
     7 1.299687E-08 9.844890E-04 3.071516E-02 0.000000E+00
     8 9.609750E-09 9.854221E-04 3.300228E-02 0.000000E+00
     9 7.151375E-09 9.795933E-04 3.664540E-02 0.000000E+00
    10 1.009037E-08 9.738616E-04 3.129451E-02 0.000000E+00
    11 9.293250E-09 9.608390E-04 3.487064E-02 0.000000E+00
    12 4.967250E-09 9.713775E-04 3.565835E-02 0.000000E+00
    13 9.897375E-09 9.542769E-04 3.292338E-02 0.000000E+00
    14 1.021550E-08 9.697939E-04 2.702531E-02 0.000000E+00
    15 7.105125E-09 9.580394E-04 3.242289E-02 0.000000E+00
    16 6.531500E-09 9.502419E-04 3.289934E-02 0.000000E+00
    17 9.092000E-09 9.472739E-04 3.347516E-02 0.000000E+00
    18 6.941375E-09 9.562075E-04 3.383861E-02 0.000000E+00
    19 1.099575E-08 9.657101E-04 2.971850E-02 0.000000E+00
    20 6.507625E-09 9.478797E-04 3.325261E-02 0.000000E+00
    21 6.206750E-09 9.616298E-04 3.175934E-02 0.000000E+00
    22 5.616000E-09 9.546142E-04 3.756692E-02 0.000000E+00
    23 8.931250E-09 9.609530E-04 3.290292E-02 0.000000E+00
    24 9.244125E-09 9.461557E-04 3.155928E-02 0.000000E+00
    25 5.442750E-09 9.290357E-04 3.712005E-02 0.000000E+00
    26 1.236362E-08 9.387286E-04 2.891315E-02 0.000000E+00
    27 8.502750E-09 9.332122E-04 2.965137E-02 0.000000E+00
    28 4.140375E-09 9.271929E-04 3.934637E-02 0.000000E+00
    29 8.704250E-09 9.269409E-04 3.109171E-02 0.000000E+00
    30 6.302500E-09 9.205504E-04 3.309808E-02 0.000000E+00
    31 6.415000E-09 9.097776E-04 3.465948E-02 0.000000E+00
    32 5.982000E-09 9.017655E-04 3.412941E-02 0.000000E+00
    33 6.549250E-09 9.229901E-04 3.141275E-02 0.000000E+00
    34 6.217000E-09 9.216603E-04 2.960913E-02 0.000000E+00
    35 7.525500E-09 9.061333E-04 2.982833E-02 0.000000E+00
    36 6.222750E-09 9.131151E-04 3.059450E-02 0.000000E+00
    37 5.972875E-09 8.991572E-04 3.102618E-02 0.000000E+00
    38 4.886125E-09 8.993273E-04 3.104763E-02 0.000000E+00
    39 5.959375E-09 8.903719E-04 3.346523E-02 0.000000E+00
    40 5.549625E-09 9.002043E-04 3.411141E-02 0.000000E+00
    41 6.699250E-09 9.012158E-04 3.125865E-02 0.000000E+00
    42 8.111875E-09 8.939692E-04 3.174201E-02 0.000000E+00
    43 9.061625E-09 9.003419E-04 2.764032E-02 0.000000E+00
    44 5.876625E-09 8.852235E-04 3.525723E-02 0.000000E+00
    45 5.498250E-09 8.921851E-04 2.834668E-02 0.000000E+00
    46 1.007212E-08 9.079764E-04 3.370844E-02 0.000000E+00
    47 6.370750E-09 8.813895E-04 3.348029E-02 0.000000E+00
    48 7.155125E-09 8.794883E-04 3.320124E-02 0.000000E+00
    49 6.015000E-09 8.869448E-04 3.352666E-02 0.000000E+00
    50 6.708750E-09 8.933746E-04 3.388335E-02 0.000000E+00
    51 8.211250E-09 9.020318E-04 3.179944E-02 0.000000E+00
    52 5.508875E-09 8.903366E-04 3.339435E-02 0.000000E+00
    53 5.577125E-09 8.874611E-04 3.218352E-02 0.000000E+00
    54 6.853375E-09 8.810886E-04 3.433762E-02 0.000000E+00
    55 7.723375E-09 9.034534E-04 2.996453E-02 0.000000E+00
    56 5.319375E-09 8.681643E-04 3.411574E-02 0.000000E+00
    57 6.815000E-09 8.959610E-04 3.288501E-02 0.000000E+00
    58 5.572875E-09 8.823307E-04 3.797537E-02 0.000000E+00
    59 5.294625E-09 8.842425E-04 3.573053E-02 0.000000E+00
    60 6.638250E-09 8.698840E-04 3.475902E-02 0.000000E+00
    61 5.383000E-09 8.646704E-04 3.818420E-02 0.000000E+00
    62 8.391500E-09 8.692700E-04 3.294436E-02 0.000000E+00
    63 5.231500E-09 8.663945E-04 3.557753E-02 0.000000E+00
    64 6.129500E-09 8.705329E-04 3.730762E-02 0.000000E+00
    65 6.423000E-09 8.625380E-04 3.209493E-02 0.000000E+00
    66 5.379000E-09 8.746492E-04 3.432336E-02 0.000000E+00
    67 5.387750E-09 8.584768E-04 3.471877E-02 0.000000E+00
    68 7.830500E-09 8.773032E-04 2.542186E-02 0.000000E+00
    69 6.472625E-09 8.539848E-04 3.040387E-02 0.000000E+00
    70 6.708500E-09 8.694112E-04 3.276568E-02 0.000000E+00
    71 4.674750E-09 8.570384E-04 3.377373E-02 0.000000E+00
    72 6.401750E-09 8.707561E-04 2.929211E-02 0.000000E+00
    73 4.265500E-09 8.599508E-04 3.504424E-02 0.000000E+00
    74 5.606750E-09 8.562395E-04 3.131820E-02 0.000000E+00
    75 8.355125E-09 8.709851E-04 3.202665E-02 0.000000E+00
    76 6.192125E-09 8.589433E-04 3.435792E-02 0.000000E+00
    77 6.744000E-09 8.613955E-04 3.005984E-02 0.000000E+00
    78 7.821000E-09 8.485060E-04 3.660110E-02 0.000000E+00
    79 7.165750E-09 8.479648E-04 3.572600E-02 0.000000E+00
    80 6.182625E-09 8.507922E-04 4.068208E-02 0.000000E+00
    81 4.713375E-09 8.523639E-04 3.471589E-02 0.000000E+00
    82 2.662125E-09 8.621609E-04 2.735258E-02 0.000000E+00
    83 6.131500E-09 8.576941E-04 3.355637E-02 0.000000E+00
    84 5.010000E-09 8.569094E-04 3.767430E-02 0.000000E+00
