,0,1,2
35935,891,6249,366.87085
35937,891,6266,975.72534
35939,891,6283,1771.9557
35941,891,6285,1394.0657
35943,891,6334,859.73975
35945,892,1,1380.2845
35947,892,445,754.5691
35949,892,540,132.0347
35951,892,837,163.7334
35953,892,1611,114.13971
35955,892,1761,127.173676
35957,892,2276,218.89142
35959,892,4209,228.78638
35961,892,4214,210.57562
35963,892,5806,671.75684
35965,892,5818,2184.9375
35967,892,5838,1428.5785
35969,892,5854,140.8547
35971,892,5881,1852.7151
35973,892,5884,1778.7583
35975,892,5917,1397.4031
35977,892,5931,1081.0376
35979,893,457,693.1023
35981,893,627,130.41663
35983,893,677,181.59497
35985,893,1122,291.33063
35987,893,1421,589.0481
35989,893,1480,179.3219
35991,893,1489,980.4321
35993,893,1647,7.5002136
35995,893,2777,549.11145
35997,893,3749,5.3953857
35999,893,3893,275.39282
36001,893,4547,227.38867
36003,893,4921,120.66298
36005,893,6497,1338.7094
36007,893,6502,1614.4314
36009,893,6509,453.55103
36011,893,6547,2501.8416
36013,893,6557,2074.5986
36015,893,6579,2543.311
36017,893,6600,1692.0332
36019,893,6632,1307.6187
36021,893,6641,1020.1273
36023,894,995,292.40198
36025,894,1267,185.10675
36027,894,2089,133.77997
36029,894,2411,296.542
36031,894,2661,336.48657
36033,894,2996,379.31616
36035,894,3442,4.1082726
36037,894,4700,146.56421
36039,894,4701,203.48138
36041,894,4790,4.491596
36043,894,6828,1266.249
36045,894,6861,1455.7426
36047,894,6885,1434.8478
36049,894,6902,1286.812
36051,894,6911,1148.2948
36053,894,6945,1048.9188
36055,895,287,0.23519897
36057,895,588,680.9563
36059,895,675,900.9254
36061,895,2914,415.83136
36063,895,4173,221.63467
36065,895,5041,1177.5391
36067,895,5111,902.88904
36069,895,5112,3657.1985
36071,896,2110,98.07959
36073,896,2345,36.80063
36075,896,2722,153.87192
36077,896,3035,357.7766
36079,896,4504,191.51129
36081,896,4570,107.60073
36083,896,4995,55.802887
36085,896,7850,2976.7803
36087,896,7888,2077.862
36089,896,7892,332.68408
36091,897,134,122.15155
36093,897,464,19.828705
36095,897,624,114.1763
36097,897,635,180.71771
36099,897,872,1147.7108
36101,897,948,621.9531
36103,897,3218,216.57663
36105,897,4642,142.35605
36107,897,4837,131.92679
36109,897,5143,818.6482
36111,897,5173,1677.8259
36113,897,5176,1348.9028
36115,897,5214,1688.2488
36117,897,5226,12.477222
36119,897,5240,1781.2557
36121,897,5252,1320.165
36123,897,5281,1095.7599
36125,898,236,895.3081
36127,898,283,209.63785
36129,898,351,126.26257
36131,898,553,132.76013
36133,898,1507,153.18832
36135,898,2101,167.20319
36137,898,2260,742.7361
36139,898,3503,1.084589
36141,898,3648,14.873703
36143,898,4378,292.1805
36145,898,5010,12.08198
36147,898,5337,501.44824
36149,898,5383,1379.4678
36151,898,5441,1895.1698
36153,898,5472,1664.4923
36155,898,5502,3092.3257
36157,898,5511,2126.216
36159,898,5527,428.8318
36161,899,122,122.81909
36163,899,581,494.5335
36165,899,709,1244.217
36167,899,1183,465.8333
36169,899,1560,125.50018
36171,899,2670,2.1705189
36173,899,3629,32.119072
36175,899,4799,138.27136
36177,899,5969,1516.6335
36179,899,5973,1131.8162
36181,899,6003,1737.1525
36183,899,6043,1401.7999
36185,899,6053,1016.9446
36187,899,6072,1239.8136
36189,900,40,1387.9614
36191,900,104,215.3689
36193,900,584,272.08875
36195,900,1017,153.19849
36197,900,1069,748.7405
36199,900,1207,269.13373
36201,900,1329,773.8845
36203,900,1874,202.5293
36205,900,3077,436.52686
36207,900,4597,166.35577
36209,900,5711,1057.0642
36211,900,5744,389.36298
36213,900,5759,1345.6045
36215,900,5760,2248.2517
36217,900,5788,2636.794
36219,900,5800,2723.0146
36221,900,5822,3874.5603
36223,900,5840,424.3078
36225,900,5857,381.62024
36227,901,244,132.34048
36229,901,414,568.2384
36231,901,1365,773.073
36233,901,1728,139.39209
36235,901,1815,267.28638
36237,901,2880,161.2586
36239,901,3112,506.56995
36241,901,3267,2.647522
36243,901,3684,5.1334586
36245,901,4729,131.08679
36247,901,5651,2857.4692
36249,901,5656,1785.0928
36251,901,5657,1042.2943
36253,901,5721,1625.8549
36255,901,5727,2706.121
36257,901,5801,968.531
36259,902,399,161.66638
36261,902,426,212.69812
36263,902,569,178.71826
36265,902,583,332.18115
36267,902,812,714.37024
36269,902,2245,662.2837
36271,902,2761,103.27248
36273,902,3516,199.41696
36275,902,7205,248.58948
36277,902,7219,1594.4586
36279,902,7266,1564.3821
36281,902,7277,1357.8041
36283,902,7293,1347.227
36285,902,7295,1171.3225
36287,902,7343,1155.9828
36289,903,112,174.25262
36291,903,496,135.11661
36293,903,1097,812.8113
36295,903,2002,99.36073
36297,903,2216,527.806
36299,903,2887,375.07245
36301,903,3051,130.2742
36303,903,3083,199.26666
36305,903,4514,264.40308
36307,903,4928,129.91568
36309,903,5584,3935.252
36311,903,5592,2780.6235
36313,903,5617,560.9075
36315,903,5665,918.91455
36317,903,5676,1977.0093
36319,903,5714,861.6382
36321,904,14,171.49619
36323,904,322,468.87628
36325,904,346,123.306015
36327,904,578,265.4239
36329,904,695,17.114052
36331,904,1576,181.7157
36333,904,1681,139.68433
36335,904,3413,407.08316
36337,904,4304,124.10556
36339,904,7730,1520.9084
36341,904,7739,1327.804
36343,904,7764,1473.8918
36345,904,7782,1322.9408
36347,904,7806,1127.9133
36349,904,7824,1354.9698
36351,905,409,906.7705
36353,905,452,1074.5443
36355,905,2186,120.37695
36357,905,2406,99.08789
36359,905,2735,141.20432
36361,905,3055,251.75159
36363,905,3978,290.4948
36365,905,4493,116.515015
36367,905,5141,418.23718
36369,905,5200,1721.662
36371,905,5210,1744.2158
36373,905,5217,1649.052
36375,905,5251,1298.9172
36377,905,5279,1633.4104
36379,905,5285,1527.8599
36381,906,801,303.3755
36383,906,1837,107.28706
36385,906,2256,337.32898
36387,906,3554,390.3816
36389,906,4406,247.96667
36391,906,5071,690.84155
36393,906,5075,1257.5842
36395,906,5090,1111.6533
36397,907,298,203.0481
36399,907,378,145.94519
36401,907,1113,102.95801
36403,907,1164,781.6162
36405,907,1679,751.80994
36407,907,2073,482.51123
36409,907,2909,131.08835
36411,907,3484,333.1883
36413,907,3574,197.70544
36415,907,6403,1965.6968
36417,907,6414,1337.6587
36419,907,6438,1431.8579
36421,907,6442,942.07587
36423,907,6460,402.22626
36425,907,6462,1032.1752
36427,907,6500,901.64624
36429,907,6507,1915.1981
36431,908,364,3.7486725
36433,908,376,257.09485
36435,908,699,784.1492
36437,908,2061,689.1937
36439,908,2311,155.37906
36441,908,2995,111.784424
36443,908,3000,336.46777
36445,908,3174,297.67163
36447,908,4180,271.14575
36449,908,6055,1202.072
36451,908,6067,1696.2002
36453,908,6089,0.13371944
36455,908,6104,1233.2043
36457,908,6142,1826.508
36459,908,6151,1307.1401
36461,908,6168,2208.6318
36463,909,284,137.95178
36465,909,409,110.921814
36467,909,473,116.503815
36469,909,521,987.8992
36471,909,1118,174.24585
36473,909,1209,517.51074
36475,909,1514,214.27277
36477,909,2612,732.5239
36479,909,3638,18.24881
36481,909,3688,3.939087
36483,909,4493,210.54208
36485,909,5083,1133.0691
36487,909,5133,1838.9534
36489,909,5141,1216.2992
36491,909,5147,2318.8638
36493,909,5162,1883.771
36495,909,5198,887.2085
36497,909,5215,1561.7007
36499,909,5217,1300.1254
36501,910,303,120.34247
36503,910,1120,197.84192
36505,910,1516,520.103
36507,910,1711,131.38022
36509,910,1833,117.06726
36511,910,2510,323.9602
36513,910,2747,48.22104
36515,910,3278,38.612823
36517,910,3700,299.42896
36519,910,3795,346.66162
36521,910,6088,2904.7117
36523,910,6114,2709.4192
36525,910,6166,1884.2725
36527,910,6193,1480.7971
36529,910,6242,1122.2628
36531,911,179,1182.2374
36533,911,222,551.3064
36535,911,583,802.67505
36537,911,1846,137.33972
36539,911,2245,225.81775
36541,911,7295,1376.6338
36543,911,7328,990.5102
36545,911,7343,897.612
36547,911,7352,913.3461
36549,911,7374,1544.4321
36551,911,7407,1065.2546
36553,912,94,279.9845
36555,912,285,287.06033
36557,912,1307,1044.5945
36559,912,1411,130.27234
36561,912,1522,136.18024
36563,912,3195,248.08331
36565,912,3282,302.0744
36567,912,3567,11.240433
36569,912,4321,170.73314
36571,912,4674,125.12891
36573,912,7314,434.62723
36575,912,7325,1790.668
36577,912,7340,1768.6147
36579,912,7350,1059.0308
36581,912,7397,1366.8059
36583,912,7411,1250.1412
36585,912,7417,1361.7865
36587,913,186,407.50928
36589,913,348,269.47253
36591,913,552,134.57019
36593,913,1323,198.56091
36595,913,1604,727.76843
36597,913,1794,675.5564
36599,913,1816,350.80585
36601,913,2138,905.9697
36603,913,2488,216.6258
36605,913,2906,695.8699
36607,913,3115,189.2818
36609,913,3238,255.6673
36611,913,3835,274.96997
36613,913,4136,136.15964
36615,913,4232,168.69958
36617,913,6326,544.725
36619,913,6352,1996.8135
36621,913,6361,1641.9004
36623,913,6388,729.2621
36625,913,6391,2441.3582
36627,913,6416,1132.9956
36629,913,6417,2171.2637
36631,913,6440,2493.0593
36633,913,6456,2146.5054
36635,913,6488,1707.8151
36637,913,6524,655.5862
36639,913,6525,336.12408
36641,914,181,847.8613
36643,914,682,1083.7603
36645,914,716,243.69629
36647,914,930,224.10718
36649,914,1345,404.93323
36651,914,2471,514.23425
36653,914,2539,192.64746
36655,914,4061,19.1342
36657,914,5326,823.8865
36659,914,5328,1640.5088
36661,914,5369,1783.9795
36663,914,5377,1569.7957
36665,914,5398,1286.502
36667,914,5422,483.44507
36669,914,5437,1411.7977
36671,915,463,730.3457
36673,915,543,489.96936
36675,915,953,551.3081
36677,915,1050,140.64966
36679,915,1476,621.51196
36681,915,2078,0.13415003
36683,915,2114,332.26013
36685,915,4769,136.43109
36687,915,5048,2262.1108
36689,915,5050,1227.0742
36691,915,5079,514.04224
36693,915,5117,1696.0262
36695,915,5125,557.9945
36697,915,5128,1661.8098
36699,915,5148,2085.3984
36701,915,5179,968.23535
36703,916,7,240.26904
36705,916,26,599.6809
36707,916,988,138.79143
36709,916,1057,220.37228
36711,916,1147,143.44666
36713,916,1637,695.3198
36715,916,2404,850.93506
36717,916,2864,296.12836
36719,916,3604,226.79462
36721,916,7692,834.2471
36723,916,7733,2525.359
36725,916,7743,467.19257
36727,916,7750,738.11194
36729,916,7767,2404.8647
36731,916,7776,1848.3386
36733,916,7815,3291.1284
36735,916,7840,1255.0022
36737,917,34,394.1128
36739,917,263,116.43176
36741,917,265,115.78641
36743,917,748,929.87463
36745,917,1058,89.31312
36747,917,2592,190.56393
36749,917,2790,70.60768
36751,917,3900,2.5544214
36753,917,4275,223.74127
36755,917,7408,827.6267
36757,917,7430,1538.9911
36759,917,7485,2744.7612
36761,917,7507,1783.3175
36763,917,7602,902.8691
36765,918,344,439.693
36767,918,1538,232.4867
36769,918,1968,140.22888
36771,918,2320,722.0271
36773,918,2591,260.2453
36775,918,2836,249.93976
36777,918,4044,87.13446
36779,918,5848,3798.4224
36781,918,5913,1412.9768
36783,918,5952,3080.6128
36785,918,5995,1789.363
36787,918,6062,1434.6642
36789,919,299,1504.4048
36791,919,565,227.48538
36793,919,620,93.962036
36795,919,1892,166.76486
36797,919,2331,286.83008
36799,919,3692,245.18689
36801,919,5464,3192.6538
36803,919,5513,1215.8611
36805,919,5537,1942.4907
36807,919,5590,1975.0498
36809,920,377,692.08875
36811,920,418,148.28357
36813,920,425,344.146
36815,920,488,0.12669373
36817,920,711,862.052
36819,920,735,154.7056
36821,920,1028,243.26123
36823,920,1997,656.2014
36825,920,4722,121.08743
36827,920,7697,567.48157
36829,920,7698,2360.8699
36831,920,7732,974.76416
36833,920,7737,2409.3494
36835,920,7758,776.5574
36837,920,7774,1809.0568
36839,920,7784,1497.2643
36841,920,7820,1250.3292
36843,921,49,234.16467
36845,921,60,1053.5144
36847,921,237,171.31738
36849,921,2075,186.90186
36851,921,2277,686.8784
36853,921,2687,147.47244
36855,921,3065,372.7561
36857,921,3399,169.64423
36859,921,5486,1634.4899
36861,921,5493,1187.9532
36863,921,5530,1463.5963
36865,921,5548,1642.9158
36867,921,5567,1603.6372
36869,921,5588,1842.71
36871,921,5613,500.65393
36873,922,76,270.6941
36875,922,355,791.0835
36877,922,479,1011.5005
36879,922,549,202.76697
36881,922,1673,345.8648
36883,922,1873,144.16913
36885,922,1992,174.86874
36887,922,2660,252.93994
36889,922,7538,513.7286
36891,922,7541,1536.478
36893,922,7587,1865.721
36895,922,7606,1334.5339
36897,922,7607,990.3292
36899,922,7621,1456.6357
36901,922,7663,1421.896
36903,923,50,27.529785
36905,923,113,974.1763
36907,923,647,789.56433
36909,923,1125,243.04102
36911,923,1546,149.32434
36913,923,1673,124.152115
36915,923,1906,20.8723
36917,923,2051,959.17957
36919,923,2176,753.7905
36921,923,3448,138.75745
36923,923,7546,909.70044
36925,923,7595,1501.4255
36927,923,7649,2194.9521
36929,923,7657,659.16223
36931,923,7672,2160.1763
36933,923,7694,1797.6072
36935,923,7708,381.46497
36937,923,7742,4109.3506
36939,924,78,1059.8018
36941,924,200,32.49335
36943,924,432,934.06323
36945,924,1218,557.2615
36947,924,4230,160.8628
36949,924,7004,2060.5623
36951,924,7005,1164.4343
36953,924,7010,1321.2329
36955,924,7074,712.2424
36957,924,7078,1574.7063
36959,925,460,227.06213
36961,925,655,208.22699
36963,925,871,1105.2498
36965,925,1230,329.25348
36967,925,1279,7.296672
36969,925,1755,272.99316
36971,925,2707,494.25073
36973,925,3074,14.561325
36975,925,3087,193.1098
36977,925,3891,360.46613
36979,925,4464,196.34595
36981,925,5594,1014.8303
36983,925,5623,1374.3907
36985,925,5639,1784.0875
36987,925,5678,1617.5471
36989,925,5680,1113.8174
36991,925,5707,1745.0459
36993,925,5720,708.2486
36995,926,102,1075.7131
36997,926,165,173.5791
36999,926,413,133.1875
37001,926,431,103.68225
37003,926,980,128.41187
37005,926,1040,9.892517
37007,926,1052,222.89551
37009,926,1436,158.68158
37011,926,1688,713.9138
37013,926,1698,161.74701
37015,926,1894,532.7886
37017,926,2003,955.9241
37019,926,2598,216.55542
37021,926,4566,285.32587
37023,926,5719,1796.9717
37025,926,5731,2219.764
37027,926,5765,2253.7207
37029,926,5776,1027.9958
37031,926,5780,407.65134
37033,926,5781,2231.2266
37035,926,5807,857.3473
37037,926,5816,1746.6178
37039,926,5837,2642.8884
37041,926,5859,713.7351
37043,927,32,789.1019
37045,927,88,557.07263
37047,927,604,184.57642
37049,927,672,737.1262
37051,927,1383,129.9353
37053,927,1413,189.86264
37055,927,1639,143.35376
37057,927,2567,597.0271
37059,927,5533,1224.8379
37061,927,5558,1478.5521
37063,927,5571,2203.665
37065,927,5612,875.1305
37067,927,5615,2215.236
37069,927,5621,1390.7144
37071,927,5647,1650.7476
37073,927,5679,747.6595
37075,928,115,107.15517
37077,928,256,669.63086
37079,928,505,672.34204
37081,928,582,369.55078
37083,928,945,320.53625
37085,928,3062,313.5122
37087,928,3068,439.86496
37089,928,3345,223.88165
37091,928,5789,1141.5895
37093,928,5791,1587.1456
37095,928,5797,1762.2651
37097,928,5868,370.22308
37099,928,5873,1198.3318
37101,928,5875,1594.639
37103,928,5876,1647.8591
37105,929,209,838.708
37107,929,356,149.16422
37109,929,483,328.03223
37111,929,795,990.0223
37113,929,938,149.25159
37115,929,1537,349.41144
37117,929,1791,107.66489
37119,929,2189,341.90244
37121,929,2917,258.83246
37123,929,4839,110.21857
37125,929,5644,521.5366
37127,929,5653,2064.4446
37129,929,5659,1969.795
37131,929,5670,1729.6125
37133,929,5715,1401.4321
37135,929,5737,815.92896
37137,929,5741,2166.0706
37139,929,5745,1343.8043
37141,930,340,143.48163
37143,930,452,730.27783
37145,930,473,100.00552
37147,930,682,419.8711
37149,930,716,252.76453
37151,930,914,224.10577
37153,930,1013,133.4845
37155,930,1751,155.04413
37157,930,2241,722.1959
37159,930,2539,1.9373722
37161,930,2693,198.27399
37163,930,2730,118.0181
37165,930,2897,81.57782
37167,930,4481,154.23047
37169,930,5273,1304.4731
37171,930,5277,1080.402
37173,930,5293,2513.9924
37175,930,5326,488.3372
37177,930,5328,3556.24
37179,930,5332,1311.475
37181,930,5343,2222.0432
37183,930,5352,818.9343
37185,930,5376,1948.5065
37187,930,5377,2013.9089
37189,930,5398,1807.958
37191,931,254,104.6582
37193,931,331,593.261
37195,931,336,375.86768
37197,931,482,293.81873
37199,931,552,782.4995
37201,931,1173,243.63211
37203,931,1710,400.7185
37205,931,2728,178.81421
37207,931,2901,431.76343
37209,931,3342,264.88147
37211,931,4476,232.70099
37213,931,6222,1786.8053
37215,931,6228,1904.9077
37217,931,6264,2084.7776
37219,931,6265,864.3372
37221,931,6281,849.0393
37223,931,6300,2056.101
37225,931,6310,2735.2222
37227,931,6352,1442.1686
37229,931,6379,437.44873
37231,932,332,707.306
37233,932,439,1652.948
37235,932,496,254.54211
37237,932,1341,2.093811
37239,932,1881,99.252655
37241,932,2005,344.17914
37243,932,2234,224.79199
37245,932,3253,168.2937
37247,932,5490,1203.3838
37249,932,5520,1502.4727
37251,932,5541,1560.1855
37253,932,5550,1894.1677
37255,932,5556,622.89795
37257,932,5591,1235.8855
37259,932,5599,1690.4359
37261,933,103,224.37012
37263,933,285,687.6511
37265,933,694,310.19934
37267,933,879,212.74005
37269,933,1111,333.37183
37271,933,1135,230.3938
37273,933,1813,186.75769
37275,933,2041,237.14783
37277,933,2111,152.57034
37279,933,3009,272.9953
37281,933,3173,314.057
37283,933,3567,252.36438
37285,933,4424,179.12671
37287,933,7274,2230.5127
37289,933,7305,1291.6481
37291,933,7306,1317.2949
37293,933,7325,1238.985
37295,933,7331,2736.8013
37297,933,7349,2090.8086
37299,933,7371,376.48163
37301,933,7388,1448.0549
37303,933,7390,2269.2898
37305,934,60,144.51782
37307,934,237,880.96924
37309,934,496,130.88806
37311,934,1327,743.75354
37313,934,2005,319.85974
37315,934,2075,141.92807
37317,934,2532,334.7778
37319,934,4912,91.139786
37321,934,5536,753.44586
37323,934,5541,1168.1674
37325,934,5544,1513.2129
37327,934,5567,1496.2673
37329,934,5617,1555.2115
37331,934,5622,1490.4376
37333,934,5628,584.99225
37335,935,96,125.60132
37337,935,339,849.5421
37339,935,1447,149.62036
37341,935,1767,206.30975
37343,935,1775,498.31177
37345,935,2228,323.83914
37347,935,2513,0.26415443
37349,935,3096,11.381199
37351,935,3838,12.0981865
37353,935,4016,73.26828
37355,935,4675,149.31476
37357,935,7440,2294.4116
37359,935,7481,2005.4707
37361,935,7488,4699.91
37363,935,7499,2098.581
37365,935,7560,1419.5505
37367,935,7568,1436.594
37369,936,71,0.43461132
37371,936,99,271.89575
37373,936,133,503.38416
37375,936,714,1231.4833
37377,936,942,27.825039
37379,936,2850,356.4607
37381,936,3212,121.42044
37383,936,3300,223.53564
37385,936,3639,232.99603
37387,936,7795,411.17987
37389,936,7827,188.53577
37391,936,7829,2364.3938
37393,936,7868,2289.9333
37395,936,7871,1630.1111
37397,936,7876,728.5572
37399,937,163,161.45422
37401,937,178,104.82019
37403,937,1603,1.7179565
37405,937,1743,778.43164
37407,937,1944,229.51721
37409,937,2481,380.2173
37411,937,2896,294.71283
37413,937,3207,250.04883
37415,937,3214,563.8015
37417,937,3333,227.53818
37419,937,3397,181.9508
37421,937,4066,200.61517
37423,937,4797,124.6366
37425,937,4817,132.56613
37427,937,5804,2741.4185
37429,937,5815,1614.6897
37431,937,5825,1918.0183
37433,937,5828,1311.198
37435,937,5879,1847.5142
37437,937,5892,3174.8513
37439,937,5902,3196.253
37441,937,5947,841.17676
37443,938,356,794.5547
37445,938,929,149.2522
37447,938,950,548.40576
37449,938,1331,888.69543
37451,938,1537,266.115
37453,938,2098,2.7993114
37455,938,2478,100.75122
37457,938,2844,218.20557
37459,938,3410,236.7876
37461,938,3756,0.6944697
37463,938,5575,897.4597
37465,938,5580,2586.3594
37467,938,5633,3686.6733
37469,938,5653,734.54315
37471,938,5659,1410.3381
37473,938,5670,2763.107
37475,939,136,276.99368
37477,939,347,241.81879
37479,939,760,143.987
37481,939,859,116.03232
37483,939,1314,533.9638
37485,939,1724,561.31006
37487,939,2714,135.02179
37489,939,2727,112.720215
37491,939,7502,1363.5337
37493,939,7512,1564.8396
37495,939,7543,948.04395
37497,939,7551,1200.061
37499,939,7588,1204.5303
37501,939,7597,1324.1128
37503,940,182,3.381733
37505,940,199,322.9734
37507,940,1361,216.14783
37509,940,1389,265.85785
37511,940,1876,0.14041
37513,940,2964,387.74765
37515,940,4516,5.075304
37517,940,5074,1341.605
37519,940,5091,2567.6482
37521,940,5124,2500.0818
37523,941,131,279.82874
37525,941,136,153.46533
37527,941,285,168.61621
37529,941,740,908.4513
37531,941,1339,263.70038
37533,941,1617,144.34021
37535,941,1716,57.43036
37537,941,1779,223.78558
37539,941,1813,856.312
37541,941,1925,113.82797
37543,941,2213,396.36377
37545,941,2249,239.54865
37547,941,2384,251.38147
37549,941,2655,228.6222
37551,941,4737,181.43237
37553,941,7329,1177.4211
37555,941,7337,1236.9264
37557,941,7359,1339.4836
37559,941,7371,3154.8362
37561,941,7404,2822.9253
37563,941,7419,2053.063
37565,941,7421,2327.85
37567,941,7429,2061.1926
37569,941,7455,957.0785
37571,941,7477,2348.9993
37573,942,35,575.8812
37575,942,99,401.92603
37577,942,788,196.7854
37579,942,936,27.824955
37581,942,1010,348.72925
37583,942,1521,764.16113
37585,942,2602,862.8436
37587,942,2850,12.620333
37589,942,3300,282.28827
37591,942,3862,24.79718
37593,942,4904,59.72152
37595,942,7800,1359.7059
37597,942,7827,3923.459
37599,942,7854,733.6776
37601,942,7861,2954.9644
37603,942,7862,2119.315
37605,942,7868,1675.2444
37607,943,84,376.58942
37609,943,94,272.6458
37611,943,258,724.4697
37613,943,349,193.74512
37615,943,1039,820.04236
37617,943,1100,245.099
37619,943,2146,286.35272
37621,943,2639,282.02264
37623,943,3466,248.54715
37625,943,3909,162.42798
37627,943,7363,1308.5532
37629,943,7379,1397.566
37631,943,7414,2760.224
37633,943,7418,2097.2712
37635,943,7451,1800.5638
37637,943,7453,1683.658
37639,943,7490,1994.163
37641,943,7495,956.70953
37643,944,2,239.06287
37645,944,147,1036.3422
37647,944,274,155.79074
37649,944,550,157.5249
37651,944,2136,242.445
37653,944,2392,488.54114
37655,944,3881,227.26782
37657,944,6189,1445.9456
37659,944,6197,1368.8452
37661,944,6234,1182.9163
37663,944,6245,1114.1453
37665,944,6278,1497.4291
37667,944,6293,1108.673
37669,945,239,1055.3623
37671,945,256,126.63562
37673,945,582,761.90283
37675,945,656,191.1412
37677,945,928,320.536
37679,945,1483,195.92279
37681,945,1532,18.42099
37683,945,1587,743.44836
37685,945,2626,923.8065
37687,945,2703,111.93225
37689,945,3068,267.81598
37691,945,3539,125.196045
37693,945,4436,6.6877337
37695,945,4543,9.215392
37697,945,5873,2274.6855
37699,945,5875,1240.7054
37701,945,5876,2043.1569
37703,945,5889,1383.3408
37705,945,5935,1379.0669
37707,945,5936,339.86035
37709,945,5942,652.4964
37711,945,5946,1726.6714
37713,945,5961,2627.9502
37715,945,5972,555.2756
37717,946,292,269.93872
37719,946,1471,289.61072
37721,946,1593,210.65857
37723,946,2140,25.0625
37725,946,2210,95.31897
37727,946,2239,574.17163
37729,946,4385,171.6253
37731,946,4492,263.34232
37733,946,4905,177.77824
37735,946,4983,111.31296
37737,946,6881,3081.6348
37739,946,6882,2691.6157
37741,946,6942,1201.8158
37743,946,6961,2440.7239
37745,946,6975,1267.3862
37747,947,368,166.85913
37749,947,446,121.6915
37751,947,632,933.9387
37753,947,874,954.1406
37755,947,1026,978.94165
37757,947,1834,0.0005463362
37759,947,2782,386.2857
37761,947,4030,214.49771
37763,947,4217,0.2803315
37765,947,7781,502.0393
37767,947,7794,1225.1191
37769,947,7821,1443.7303
37771,947,7855,3310.4707
37773,947,7883,937.6882
37775,948,134,134.07764
37777,948,199,765.28564
37779,948,417,667.8203
37781,948,486,680.05615
37783,948,897,621.9531
37785,948,1041,291.4464
37787,948,1745,249.09827
37789,948,1921,110.41412
37791,948,4192,241.58798
37793,948,4435,84.29739
37795,948,4892,121.549225
37797,948,4946,108.15831
37799,948,5122,1325.1438
37801,948,5143,1863.2607
37803,948,5174,1015.76245
37805,948,5176,828.01624
37807,948,5177,3253.4004
37809,948,5196,2366.0164
37811,948,5214,1156.8698
37813,948,5240,2670.1626
37815,948,5245,1603.7196
37817,948,5266,1171.4102
37819,949,107,128.95383
37821,949,577,1003.1914
37823,949,1082,46.57904
37825,949,1321,842.27856
37827,949,1776,215.61194
37829,949,2857,119.72821
37831,949,2979,132.26666
37833,949,3959,159.06818
37835,949,4258,8.099655
37837,949,4678,180.6323
37839,949,6737,943.0743
37841,949,6748,1503.8322
37843,949,6795,1267.3284
37845,949,6796,2149.9407
37847,949,6812,1862.6355
37849,949,6834,1484.4984
37851,949,6880,694.44934
37853,950,745,553.2388
37855,950,938,548.40466
37857,950,2189,775.35815
37859,950,2478,9.898758
37861,950,3058,332.9522
37863,950,5555,857.51465
37865,950,5580,2362.1833
37867,950,5653,1244.1235
37869,950,5670,2091.401
37871,951,306,210.08167
37873,951,334,5.6671505
37875,951,644,835.9979
37877,951,684,3.9047852
37879,951,776,300.78088
37881,951,1304,163.2677
37883,951,1982,222.06824
37885,951,2119,306.32922
37887,951,2274,166.46704
37889,951,2336,385.89038
37891,951,3310,230.78137
37893,951,6992,1531.4131
37895,951,7028,3081.2383
37897,951,7032,911.65625
37899,951,7067,1650.9355
37901,951,7109,1480.3496
37903,951,7113,1408.511
37905,952,155,192.73383
37907,952,467,418.7652
37909,952,803,1024.2622
37911,952,829,312.3841
37913,952,1029,476.65015
37915,952,1048,186.47424
37917,952,1086,208.93378
37919,952,1422,426.35803
37921,952,3369,54.444153
37923,952,3824,120.09387
37925,952,4141,292.2378
37927,952,4535,130.23636
37929,952,5440,1096.804
37931,952,5492,1219.9733
37933,952,5495,1894.6792
37935,952,5501,2051.7627
37937,952,5518,3074.1638
37939,952,5556,903.0205
37941,952,5576,2066.0989
37943,952,5581,2046.3125
37945,952,5605,1054.2954
37947,953,543,124.37561
37949,953,810,765.3154
37951,953,915,551.30884
37953,953,1219,120.99277
37955,953,1356,303.9145
37957,953,2214,399.11987
37959,953,2913,2.3775558
37961,953,5048,1064.2026
37963,953,5050,1719.355
37965,953,5079,701.42865
37967,953,5117,2317.7017
37969,954,164,124.41754
37971,954,283,1119.1812
37973,954,354,251.61246
37975,954,1896,227.35385
37977,954,2133,59.755775
37979,954,3799,31.80841
37981,954,4501,108.95441
37983,954,5338,1803.125
37985,954,5370,1192.6957
37987,954,5371,720.8655
37989,954,5414,2184.815
37991,954,5511,734.1184
37993,955,156,394.69824
37995,955,1045,411.06274
37997,955,1305,898.12683
37999,955,1518,318.51453
38001,955,2040,21.967438
38003,955,2215,110.12097
38005,955,2700,202.5971
38007,955,3200,46.791718
38009,955,3409,200.17413
38011,955,3707,70.21393
38013,955,4129,280.09106
38015,955,4408,204.42886
38017,955,6768,271.85413
38019,955,6790,1482.3672
38021,955,6848,1.329823
38023,955,6852,3012.391
38025,955,6879,3634.7158
38027,955,6905,4128.648
38029,955,6927,2158.3877
38031,955,6937,823.0259
38033,956,2,1275.9951
38035,956,274,264.88086
38037,956,376,134.9162
38039,956,629,921.1869
38041,956,1725,1094.9023
38043,956,6153,1391.8025
38045,956,6190,1136.4174
38047,956,6211,1401.8165
38049,956,6233,988.2301
38051,956,6234,1344.1924
38053,956,6266,649.9708
38055,957,48,226.44589
38057,957,65,766.7241
38059,957,357,349.64978
38061,957,579,341.28967
38063,957,599,936.48535
38065,957,1035,140.54205
38067,957,1780,158.62207
38069,957,1891,722.5342
38071,957,3379,66.488464
